,_id,device_id,latitude,longitude,type,SO2,CO,NO2,PM1_0,PM2_5,PM10_0,temperature,humidity,per_bat,free_sd,cnt_err_wifi,cnt_err_lte,cnt_err_sd,cnt_packet,time,AQI
771,6183e8d220be12f18c952f1b,fimi_30,21.0058266,105.84425616666667,fimi,0.0617,-1.7812,-0.4277,14.5,15.6,18.3,30.2,61.4,83.23,15357568,19561,1860,0,,2021-11-04 21:06:06,
772,617d0b0120be12f18c856a5f,fimi_14,21.00579456666667,105.84435666666668,fimi,-0.0197,-2.2454,-0.5417,15.0,15.6,15.9,25.4,76.2,81.72,0,3847,156,11543,,2021-10-30 16:06:06,
773,6180c74220be12f18c904544,fimi_1,21.00581646666667,105.84430836666667,fimi,0.1119,44.6172,-0.4556,16.8,17.4,19.2,28.1,67.9,86.86,15359776,18015,328,0,,2021-11-02 12:06:06,
774,617cc4b720be12f18c8482d8,fimi_29,21.00582581666667,105.84427863333333,fimi,0.0259,-2.4659,-0.5037,13.9,14.3,14.4,25.6,76.8,28.16,15395584,422,109,0,,2021-10-30 11:06:06,
775,619e46d71d6d1f0d4490f732,fimi_14,21.005794316666666,105.8443089,fimi,0.0069,-2.5007,-0.5394,27.7,29.0,31.6,24.6,62.9,83.87,0,398,4,1195,,2021-11-24 21:06:07,
776,6171ba29e66c30339e60665d,fimi_4,21.00576116666667,105.84428786666668,fimi,0.5298,-2.8025,-0.4981,9.6,10.2,13.0,26.6,61.2,88.55,15395680,13207,147,0,,2021-10-22 02:06:06,
777,619f6e26aeaacf20f4fec695,fimi_30,21.00580661666667,105.84428718333332,fimi,0.1503,0.5167,-0.4277,20.7,22.1,25.3,25.5,57.4,31.28,15325152,10336,53,0,,2021-11-25 18:06:06,
778,6165ce9954811a28701c7312,fimi_4,21.005838383333337,105.84414881666667,fimi,0.5628,-2.5704,-0.4981,9.2,9.9,13.3,27.6,57.3,83.98,15411712,34184,5986,0,,2021-10-13 01:06:06,
779,6167585254811a2870214e51,fimi_20,21.005794700000003,105.84427533333334,fimi,-0.0012,-207.9164,-0.4825,15.0,16.2,17.8,26.8,67.5,84.69,15406240,80856,10928,0,,2021-10-14 05:06:06,
780,6175cac1e66c30339e71893d,fimi_29,21.005771083333336,105.84430588333335,fimi,0.0541,-2.582,-0.5037,29.7,31.2,33.0,25.8,67.2,27.59,15401216,105,0,0,,2021-10-25 04:06:06,
781,616fea13e66c30339e5b116a,fimi_23,21.005694450000004,105.84380555000001,fimi,0.0779,-3.2087,-0.5048,13.7,15.0,17.5,30.6,63.1,34.84,15450976,5135,68,0,,2021-10-20 17:06:06,
782,616bcb629d4daad11f43a07a,fimi_14,21.005824633333336,105.84427926666667,fimi,-0.0202,-2.5355,-0.5417,12.2,12.8,14.6,26.5,66.3,81.58,0,128716,20174,386150,,2021-10-17 14:06:07,
783,61984a02c4985132356fff00,fimi_20,21.0057843,105.84427654999999,fimi,0.1376,-213.986,-0.4825,36.6,38.7,40.2,25.9,70.2,85.47,15345472,33135,1126,0,,2021-11-20 08:06:06,
784,61a13162b22c9e4b49e57830,fimi_29,21.005796666666665,105.84429541666665,fimi,0.0455,-2.6864,-0.5037,32.0,33.3,35.8,26.0,63.0,27.92,15350144,1104,2,0,,2021-11-27 02:06:06,
785,6181b65b20be12f18c92ab8d,fimi_20,21.005803683333337,105.84427726666667,fimi,0.013,-219.6495,-0.4825,13.0,13.9,16.2,27.6,64.4,83.5,15370880,36093,3596,0,,2021-11-03 05:06:06,
786,61868bd420be12f18c9df67f,fimi_4,21.005797149999996,105.84428105,fimi,0.8652,-2.3499,-0.4981,11.2,11.9,14.2,30.0,64.4,82.68,15369504,3486,48,0,,2021-11-06 21:06:06,
787,61a4ec62fb44687a2ccabcd5,fimi_25,21.005779633333336,105.84435733333333,fimi,0.1178,-1.8856,-0.5148,9.7,10.7,16.1,27.3,44.6,82.2,15338560,88535,1565,256388,,2021-11-29 22:06:07,
788,61b075859d066a70994bb948,fimi_14,21.005694450000004,105.84380555000001,fimi,0.0117,-1.9901,-0.5383,32.3,33.7,38.8,30.4,48.7,85.94,0,59,0,178,,2021-12-08 16:06:06,96.367521938783
789,61761116e66c30339e72b613,fimi_25,21.005781250000002,105.84429610000001,fimi,0.0399,-2.8141,-0.516,19.1,20.8,26.2,29.4,46.6,81.31,15364512,12948,217,0,,2021-10-25 09:06:06,
790,61aa86c10facef6921988728,fimi_27,21.00577915,105.84427744999999,fimi,0.2753,-2.141,-0.4277,13.1,14.3,18.2,21.3,52.2,36.28,15395680,20553,247,0,,2021-12-04 04:06:06,
791,6165965254811a28701bb705,fimi_2,21.005806066666665,105.84431521666666,fimi,-0.0332,0.006,-0.4724,12.0,13.0,16.5,28.0,56.2,28.54,15400960,37923,6336,0,,2021-10-12 21:06:06,
792,616d09e6e66c30339e53174a,fimi_30,21.005836716666668,105.84428363333333,fimi,0.0069,-1.874,-0.4277,12.1,13.0,13.8,24.0,72.0,81.23,15391776,562,537,0,,2021-10-18 12:44:47,
793,617ce0d220be12f18c84e369,fimi_19,21.018975133333335,105.82808525,fimi,0.0305,-0.7019,-0.4266,10.5,11.2,14.2,30.1,60.1,81.69,15439552,12271,3264,0,,2021-10-30 13:06:06,
794,61aab0fe0facef692198ea05,fimi_23,21.005694450000004,105.84380555000001,fimi,0.1457,-3.5336,-0.5059,18.8,20.3,25.7,25.4,44.8,32.13,15380896,13771,101,0,,2021-12-04 07:06:06,
795,6174e9c1e66c30339e6db08a,fimi_14,21.005776,105.84430961666666,fimi,-0.0263,-2.7793,-0.5417,16.7,17.9,22.2,29.9,53.1,81.72,0,15,0,47,,2021-10-24 12:06:06,
796,617edb1620be12f18c8ae0c1,fimi_2,21.005773433333335,105.84426514999998,fimi,-0.0489,-0.8295,-0.4713,15.0,15.8,16.7,25.3,72.0,28.13,15364160,55357,7058,0,,2021-11-01 01:06:06,
797,61a5bf59fb44687a2cced7ba,fimi_23,21.005694450000004,105.84380555000001,fimi,0.0645,-4.0094,-0.5048,13.3,14.5,20.1,29.0,43.1,31.73,15388480,89112,1751,0,,2021-11-30 13:06:07,
798,61a9d0df0facef692196bfd4,fimi_21,21.005694450000004,105.84380555000001,fimi,0.5011,-4.5085,-0.4456,6.9,8.1,14.1,28.6,41.1,100.0,15445056,25169,405,0,,2021-12-03 15:06:57,
799,61720071e66c30339e612b2e,fimi_29,21.005786150000002,105.84428799999999,fimi,0.0099,-2.9185,-0.5037,10.3,11.0,13.5,25.4,62.2,30.55,15406752,68925,6807,0,,2021-10-22 07:06:06,
800,6183866c20be12f18c944461,fimi_25,21.0058099,105.84425463333334,fimi,0.0533,-3.7309,-0.516,10.6,11.7,17.2,35.7,44.8,82.81,15344416,31556,2149,3922,,2021-11-04 14:06:06,
801,6199c5b76c6503c9fe4fe6e9,fimi_30,21.005815849999998,105.84428365000001,fimi,0.0508,-2.2802,-0.4277,16.4,17.7,20.4,31.8,62.5,36.45,15333920,1182,7,0,,2021-11-21 11:06:07,
802,619ac2d704afb2412d83f298,fimi_29,21.005694450000004,105.84380555000001,fimi,0.0082,-3.0462,-0.5037,10.7,11.6,13.9,27.3,63.9,28.28,15359968,812,4,0,,2021-11-22 05:06:06,
803,6185ff3420be12f18c9bf357,fimi_4,21.005836683333335,105.84428279999999,fimi,1.0558,-2.0945,-0.4981,11.6,12.3,14.8,31.6,63.9,82.63,15370272,1283,18,0,,2021-11-06 11:06:06,
804,619eb75a1fbe2ef1d6bb26f5,fimi_14,21.005772250000003,105.84430908333334,fimi,-0.0294,-2.7444,-0.5394,24.1,25.0,26.2,23.1,70.8,83.8,0,138,2,414,,2021-11-25 05:06:06,
805,61a65a02fb44687a2cd1c8c4,fimi_25,21.005776016666665,105.8442625,fimi,0.0513,-3.197,-0.5148,11.1,12.4,17.8,24.9,44.6,84.37,15338560,94770,1622,275075,,2021-12-01 00:06:06,
806,61a7ab8d8118b006b4ef6dfe,fimi_29,21.0058227,105.84428038333333,fimi,0.0576,-2.3731,-0.5037,28.4,29.4,33.3,24.3,55.7,27.52,15340320,1345,0,0,,2021-12-02 00:06:06,
807,61637ff654811a287014cc46,fimi_13,21.015144749999997,105.83819253333334,fimi,-0.0208,-2.1061,100.4204,12.6,13.4,15.3,29.5,65.9,83.08,15407328,3829,24,0,,2021-10-11 07:06:06,
808,6186296b20be12f18c9c8e2f,fimi_14,21.0057522,105.84430481666668,fimi,-0.023,-2.9649,-0.5417,20.2,21.4,23.6,33.5,66.4,82.09,0,1545,24,4635,,2021-11-06 14:06:06,
809,61a78f638118b006b4ef4c55,fimi_29,21.005750816666666,105.84424046666666,fimi,0.032,-2.5471,-0.5037,19.9,20.9,25.0,24.8,51.9,27.6,15340480,866,0,0,,2021-12-01 22:06:07,
810,619b4161621ad452c37999c2,fimi_15,21.005694450000004,105.84380555000001,fimi,-0.0251,-2.315,-0.4802,9.3,10.2,14.3,27.0,51.9,83.25,15422880,93168,8364,0,,2021-11-22 14:06:06,
811,61a46dd1fb44687a2cc7e8b9,fimi_1,21.005808000000002,105.84430151666666,fimi,0.0125,43.1085,-0.4545,14.1,15.2,20.8,34.3,45.5,85.05,15310048,15082,139,0,,2021-11-29 13:06:06,
812,6166bda154811a28701f69a4,fimi_14,21.00580665,105.84430429999999,fimi,0.1033,-0.3885,-0.5417,21.5,22.2,22.5,27.3,76.9,85.09,0,106886,14342,320660,,2021-10-13 18:06:06,
813,6181c46020be12f18c92ceae,fimi_20,21.005803483333338,105.84427763333333,fimi,0.0231,-219.4406,-0.4825,16.2,16.8,18.5,26.1,68.0,83.3,15370784,36332,3600,0,,2021-11-03 06:06:06,
814,616c1fc69d4daad11f448b79,fimi_6,21.005822933333334,105.84427178333333,fimi,0.0203,-2.5471,-0.4556,9.9,10.4,12.4,24.8,65.7,43.19,15393344,69413,12161,0,,2021-10-17 20:06:06,
815,61755a41e66c30339e6f9bf8,fimi_1,21.005823066666668,105.84430756666667,fimi,0.0947,42.946,-0.4556,18.7,19.6,23.0,28.8,56.7,86.08,15377600,13862,187,0,,2021-10-24 20:06:06,
816,619f19c689613ba86f48c34c,fimi_25,21.005823799999998,105.8442273,fimi,0.0353,-3.5684,-0.5148,10.2,11.5,16.1,26.1,49.7,82.3,15338592,63121,1372,180364,,2021-11-25 12:06:06,
817,61a4a611fb44687a2cc936a2,fimi_14,21.005833633333335,105.84431775,fimi,0.1589,-0.052,-0.5383,27.1,28.5,33.1,32.9,50.3,81.49,0,696,0,2090,,2021-11-29 17:06:06,
818,61af40229d066a7099489784,fimi_20,21.005694450000004,105.84380555000001,fimi,0.2167,-249.603,-0.4813,27.0,28.6,34.7,28.0,41.9,86.34,15322528,11976,199,33202,,2021-12-07 18:06:06,85.47008775513197
819,6185648320be12f18c99f09f,fimi_10,21.005694450000004,105.84380555000001,fimi,-0.1108,-4.3808,-0.2848,17.5,18.6,21.5,32.1,60.9,81.31,15376864,44170,29434,0,44171,2021-11-06 00:06:07,
820,61b02f329d066a70994af6c7,fimi_1,21.005694450000004,105.84380555000001,fimi,0.0307,44.8029,-0.4556,22.0,23.4,28.9,31.8,44.8,50.48,15291616,66362,690,0,,2021-12-08 11:06:07,74.35897839140932
821,61702250e66c30339e5bb05b,fimi_14,21.005798533333337,105.84429219999998,fimi,0.0188,-2.3963,-0.5428,19.7,20.8,22.0,30.8,70.2,84.11,0,147589,21409,442769,,2021-10-20 21:06:06,
822,61ad6206ebbcef4cfbd6d40d,fimi_27,21.005797383333334,105.84426193333333,fimi,0.1089,-0.8295,-0.4288,31.7,33.8,37.2,23.1,57.2,36.23,15391232,4467,48,0,,2021-12-06 08:06:06,96.58119711885458
823,61630f7b54811a287013a08a,fimi_1,21.00579563333333,105.8443072,fimi,0.0051,44.1066,-0.4556,12.4,13.2,14.6,29.1,70.1,83.86,15405728,90477,14224,0,,2021-10-10 23:06:06,
824,616c03a89d4daad11f443c7d,fimi_6,21.005818816666668,105.84426763333335,fimi,0.0543,-1.6767,-0.4568,9.8,10.4,12.6,25.5,64.2,42.98,15393504,68933,12160,0,,2021-10-17 18:06:06,
825,6186c41020be12f18c9eb9c5,fimi_6,21.005813049999997,105.84429200000001,fimi,-0.003,-3.2087,-0.4568,12.4,13.3,14.3,29.0,72.7,32.45,0,728,16,2186,,2021-11-07 01:06:06,
826,617f135220be12f18c8b8460,fimi_19,21.019001666666668,105.82806171666668,fimi,-0.0142,-2.9765,-0.4266,10.4,11.0,13.9,29.2,61.0,81.33,15436064,21871,3325,0,,2021-11-01 05:06:06,
827,61a49801fb44687a2cc8e559,fimi_1,21.005694450000004,105.84380555000001,fimi,0.0516,42.888,-0.4545,14.5,16.0,21.5,34.5,45.4,87.9,15309792,15801,151,0,,2021-11-29 16:06:06,
828,6182dda720be12f18c93fc00,fimi_29,21.00580665,105.84428993333334,fimi,0.0137,-2.8373,-0.5048,21.9,22.5,23.1,28.3,74.9,27.54,15386272,4049,1701,0,,2021-11-04 02:06:06,
829,61744f16e66c30339e6b0b30,fimi_2,21.005777833333333,105.84431111666666,fimi,-0.0555,-1.9669,-0.4724,15.6,17.1,20.6,25.5,57.0,28.11,15380832,9305,157,0,,2021-10-24 01:06:06,
830,61993911cc7717670b63ab28,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0039,-2.2802,-0.4791,20.6,21.7,23.6,29.2,66.7,86.0,15426080,84289,8346,0,,2021-11-21 01:06:06,
831,6170063ae66c30339e5b6034,fimi_14,21.005817266666668,105.84430961666666,fimi,0.0731,-1.6651,-0.5428,19.3,20.5,22.5,32.2,66.0,83.63,0,147110,21404,441330,,2021-10-20 19:06:06,
832,6195d13834b40397d469ce31,fimi_30,21.005796250000003,105.84429673333334,fimi,0.0153,-1.9321,-0.4277,13.7,15.3,19.1,26.7,53.9,51.82,15340064,19448,1013,0,,2021-11-18 11:06:07,
833,61665b3154811a28701e2955,fimi_14,21.00582405,105.84432713333332,fimi,0.0236,-2.0945,-0.5417,12.7,13.7,16.1,29.3,62.2,84.89,0,105208,14327,315626,,2021-10-13 11:06:06,
834,61aa78b10facef6921986610,fimi_27,21.00578525,105.84427215,fimi,0.3265,-0.8992,-0.4288,26.1,27.9,32.3,21.7,51.7,35.71,15395744,20313,245,0,,2021-12-04 03:06:06,
835,616622f654811a28701d75ba,fimi_20,21.005793333333333,105.84425983333334,fimi,0.0168,-223.4212,-0.4836,11.4,12.5,15.4,28.4,59.0,86.33,15408224,75579,10890,0,,2021-10-13 07:06:06,
836,61af5c419d066a709948e344,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0079,-218.5818,-0.4825,29.1,30.1,34.2,27.0,54.7,87.37,15322528,12456,201,34642,,2021-12-07 20:06:06,88.67521545620579
837,61758475e66c30339e70544e,fimi_6,21.005808583333337,105.84426621666668,fimi,0.065,-1.6419,-0.4568,11.7,12.4,14.4,26.2,64.3,32.73,0,2184,18,6553,,2021-10-24 23:06:06,
838,617cc08020be12f18c8473bc,fimi_20,21.0058,105.84428256666666,fimi,0.015,-207.6611,-0.4825,12.3,12.9,14.2,25.4,68.8,84.09,15378880,14434,3321,0,,2021-10-30 10:44:58,
839,6194fe421a4790fea7a2b3e6,fimi_29,21.005694450000004,105.84380555000001,fimi,0.0196,-2.756,-0.5037,13.7,14.6,16.8,25.9,64.0,28.17,15368672,1166,221,0,,2021-11-17 20:06:06,
840,6163aa2254811a2870154364,fimi_25,21.00583296666667,105.844308,fimi,0.0406,-3.1158,-0.5148,11.9,12.6,15.0,28.7,63.3,85.97,15391424,88775,14250,0,,2021-10-11 10:06:06,
841,617246c1e66c30339e61fdc8,fimi_2,21.00580595,105.84429858333333,fimi,-0.0659,-0.0868,-0.4724,10.5,11.6,14.4,25.5,58.9,21.29,15384000,432,2,0,,2021-10-22 12:06:06,
842,6168c5f154811a287025cbc2,fimi_14,21.0057863,105.84428555000001,fimi,0.0016,-2.4775,-0.5428,14.1,14.6,14.6,26.3,77.1,81.56,0,115762,14449,347288,,2021-10-15 07:06:06,
843,61736e11e66c30339e670eba,fimi_14,21.005801833333333,105.84429238333333,fimi,-0.0139,-2.3034,-0.5417,19.8,21.0,24.2,25.9,58.7,81.56,0,2755,52,8267,,2021-10-23 09:06:06,
844,616703fb54811a2870204cf5,fimi_9,21.005694450000004,105.84380555000001,fimi,0.1076,1.8397,-0.4813,12.3,13.1,15.4,29.8,63.7,81.83,15465280,2491,35,0,2492,2021-10-13 23:06:06,
845,61a20312a515430fcc107879,fimi_29,21.005794516666665,105.84428846666667,fimi,0.1132,-1.5723,-0.5048,16.6,17.8,22.9,30.5,47.4,27.06,15348896,416,2,0,,2021-11-27 17:06:06,
846,61a2b9eba515430fcc14a408,fimi_25,21.005788,105.8442928,fimi,0.0609,-2.9417,-0.5148,9.4,10.7,15.3,23.9,48.7,82.83,15338592,78942,1487,227744,,2021-11-28 06:06:06,
847,61a38cd7917519c43093194d,fimi_14,21.005782783333334,105.84428573333335,fimi,0.3674,5.1008,-0.5383,41.7,43.3,46.6,28.4,59.8,84.5,0,729,9,2188,,2021-11-28 21:06:07,
848,616b22ab074ea276ed71e030,fimi_21,21.005694450000004,105.84380555000001,fimi,0.7363,-4.3344,-0.4456,10.5,11.0,13.1,26.8,65.5,80.31,15460192,12530,4040,0,,2021-10-17 02:06:06,
849,6181a84420be12f18c928852,fimi_4,21.005789733333337,105.84430183333333,fimi,0.6559,-2.2686,-0.4981,11.5,11.9,12.7,25.3,73.4,82.41,15376384,32003,3520,0,,2021-11-03 04:06:06,
850,61648b2254811a287018387f,fimi_20,21.00580198333334,105.84429028333334,fimi,0.0074,-215.2046,-0.4825,15.4,16.6,19.4,28.9,61.7,88.16,15410816,68625,10797,0,,2021-10-12 02:06:06,
851,61a21121a515430fcc10cc32,fimi_1,21.005833916666667,105.84431368333335,fimi,0.1741,44.2575,-0.4556,19.7,21.1,26.1,29.8,49.4,87.25,15313760,4766,45,0,,2021-11-27 18:06:06,
852,616e4431e66c30339e566160,fimi_6,21.005806266666664,105.84426980000002,fimi,0.0797,-1.5375,-0.4579,11.6,12.0,12.9,26.0,73.0,40.85,15389920,78747,13311,0,,2021-10-19 11:06:06,
853,6196ea72e39a5bd3fbce2bc7,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0949,-193.3864,-0.4836,44.7,46.6,49.2,24.3,64.4,82.09,15347680,27138,1088,0,,2021-11-19 07:06:07,
854,619de46185541ba367ab2906,fimi_30,21.005750816666666,105.84427251666666,fimi,0.0013,-2.315,-0.4277,11.6,13.1,17.6,26.8,49.2,30.27,15327520,3619,37,0,,2021-11-24 14:06:06,
855,619ad0e65192b454c019d06d,fimi_29,21.005799933333332,105.84427743333332,fimi,0.0102,-2.9881,-0.5037,10.3,11.2,13.6,26.6,62.9,28.53,15359872,1052,4,0,,2021-11-22 06:06:06,
856,61a3d327fb44687a2cc4911b,fimi_29,21.00578236666667,105.84426925000001,fimi,0.0719,-2.1642,-0.5037,42.2,44.5,47.9,26.1,59.1,28.09,15346144,132,0,0,,2021-11-29 02:06:06,
857,6163c64254811a2870159d6b,fimi_25,21.005805866666666,105.84428316666666,fimi,0.046,-3.1042,-0.516,11.8,12.9,15.3,28.8,62.9,85.72,15391232,89254,14260,0,,2021-10-11 12:06:06,
858,618404f620be12f18c958571,fimi_14,21.005805266666666,105.84430496666667,fimi,0.0041,-2.4891,-0.5405,31.8,33.0,33.6,29.1,75.3,82.48,0,116,4,349,,2021-11-04 23:06:06,
859,61a05d37759f0b7ccbb77a67,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0061,-2.0017,-0.4802,22.7,23.8,27.1,26.2,58.0,80.95,15414752,115485,8420,0,,2021-11-26 11:06:06,
860,61641aa154811a287016bf04,fimi_14,21.00579716666667,105.84432043333332,fimi,0.051,-0.9688,-0.5428,14.5,15.3,15.1,26.8,78.4,83.51,0,95373,14209,286121,,2021-10-11 18:06:06,
861,616fa3c1e66c30339e5a4e3f,fimi_2,21.005800533333332,105.84433214999999,fimi,-0.0266,-0.876,-0.4724,19.2,20.7,24.0,33.2,59.0,27.88,15386048,18091,1915,0,,2021-10-20 12:06:06,
862,616dd3b1e66c30339e5531e0,fimi_9,21.005694450000004,105.84380555000001,fimi,0.0137,-2.2222,-0.4825,18.5,19.5,22.1,28.5,63.3,85.05,15461408,4896,1051,0,4897,2021-10-19 03:06:06,
863,61a443a1fb44687a2cc6f13f,fimi_14,21.0057754,105.84431205000001,fimi,0.0107,-2.1526,-0.5383,36.0,37.5,41.6,30.3,55.0,82.84,0,56,0,170,,2021-11-29 10:06:06,
864,61adeea29d066a709945294d,fimi_1,21.00578573333333,105.84427196666665,fimi,0.3829,48.7371,-0.4545,15.3,16.6,22.6,29.9,41.4,52.94,15295136,56524,564,0,,2021-12-06 18:06:06,59.829066146541294
865,6167d6e154811a287022e39d,fimi_2,21.005800766666667,105.84428595,fimi,-0.0342,-1.0384,-0.4735,10.8,11.6,13.8,27.2,64.3,29.29,15397376,47758,6459,0,,2021-10-14 14:06:06,
866,616e9892e66c30339e57511f,fimi_1,21.005694450000004,105.84380555000001,fimi,0.1391,44.8261,-0.4556,18.7,19.8,22.4,30.2,63.8,85.12,15388224,13471,1821,0,,2021-10-19 17:06:07,
867,617165c1e66c30339e5f7554,fimi_27,21.005817299999997,105.84428283333334,fimi,0.0429,-2.3382,-0.4288,11.9,12.9,15.4,27.2,61.6,33.38,15459552,19563,734,0,,2021-10-21 20:06:06,
868,617d899420be12f18c86fa0f,fimi_10,21.005694450000004,105.84380555000001,fimi,-0.104,-4.346,-0.2892,12.1,13.1,15.5,27.4,62.2,82.3,15389888,10098,1920,0,10099,2021-10-31 01:06:06,
869,61ac9d2bebbcef4cfbd4be5e,fimi_20,21.005694450000004,105.84380555000001,fimi,0.045,-240.7133,-0.4813,25.7,27.5,32.9,27.3,45.1,86.18,15322880,475,2,1370,,2021-12-05 18:06:06,83.11966077434448
870,61a16866dddddb62f438576e,fimi_6,21.00577446666667,105.84430019999999,fimi,0.0297,-2.3266,-0.4556,13.4,14.0,14.9,22.7,72.3,84.48,15359424,2670,22,0,,2021-11-27 06:06:06,
871,616eecf2e66c30339e5850e9,fimi_9,21.005694450000004,105.84380555000001,fimi,0.2835,3.6037,-0.4825,28.8,31.0,33.4,29.5,65.2,82.58,15459648,1222,16,0,1223,2021-10-19 23:06:06,
872,61a1cadca515430fcc0f2b0a,fimi_14,21.005779883333336,105.8443003,fimi,-0.0192,-2.7444,-0.5394,25.5,26.7,31.6,32.2,49.5,81.98,0,493,6,1479,,2021-11-27 13:06:07,
873,61adc47c9d066a709944bd72,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0219,-330.3302,-0.4836,14.7,16.3,22.9,34.5,37.2,81.11,15322752,5505,57,15538,,2021-12-06 15:06:06,59.188040606326524
874,61a43596fb44687a2cc6a4e6,fimi_2,21.005793016666665,105.84430661666666,fimi,0.0305,4.2536,-0.4735,25.3,26.8,30.4,27.7,56.1,31.84,15311744,23253,237,0,,2021-11-29 09:06:06,
875,61a0e9d17bb55369ddd6b6c8,fimi_14,21.005789233333335,105.84429921666667,fimi,0.0944,-1.1081,-0.5383,43.4,44.7,47.2,27.3,64.0,82.72,0,46,0,140,,2021-11-26 21:06:06,
876,61add2879d066a709944e16a,fimi_20,21.005694450000004,105.84380555000001,fimi,0.048,-332.2799,-0.4825,15.0,16.6,23.4,34.1,37.5,81.45,15322720,5744,62,15863,,2021-12-06 16:06:06,59.829066146541294
877,6172e171e66c30339e6491af,fimi_26,21.01521758333333,105.83812483333334,fimi,0.1305,-1.1661,-0.4735,9.9,10.8,13.7,26.9,60.3,78.23,15425856,569,9,0,,2021-10-22 23:06:06,
878,6196178534b40397d46abf82,fimi_6,21.005800566666668,105.8442995,fimi,0.0386,-2.0829,-0.4568,8.7,9.7,13.5,27.3,55.1,85.62,15376672,627,4,0,,2021-11-18 16:06:06,
879,61aae9320facef6921998052,fimi_25,21.00579068333333,105.84428446666668,fimi,0.0929,-2.7793,-0.516,17.2,18.9,24.2,34.1,46.9,81.11,15338496,10297,121,30811,,2021-12-04 11:06:06,
880,61a0795b37f6ff9366055939,fimi_15,21.005694450000004,105.84380555000001,fimi,0.0013,-2.2686,-0.4802,20.8,21.9,25.5,26.9,55.3,85.39,15414592,115965,8422,0,,2021-11-26 13:06:06,
881,6170e731e66c30339e5e1ec3,fimi_29,21.005694450000004,105.84380555000001,fimi,0.0254,-2.8721,-0.5037,11.0,11.7,13.4,25.9,67.4,31.18,15408512,64126,6789,0,,2021-10-21 11:06:06,
882,61818c2120be12f18c9241e6,fimi_30,21.005774066666664,105.84426506666665,fimi,0.0379,-1.6303,-0.4277,11.7,12.8,14.3,26.5,68.4,84.18,15361280,9302,79,0,,2021-11-03 02:06:06,
883,616c9e519d4daad11f45ee39,fimi_1,21.0057479,105.84425358333334,fimi,-0.0104,41.8435,-0.4556,11.3,11.9,13.7,24.9,66.4,80.83,15391296,4904,717,0,,2021-10-18 05:06:06,
884,61728d19e66c30339e630a48,fimi_27,21.005835549999997,105.84425776666667,fimi,0.0691,-1.6767,-0.4277,11.3,12.2,15.5,25.0,57.3,32.78,15457760,1632,19,0,,2021-10-22 17:06:06,
885,6183b09120be12f18c948199,fimi_25,21.00582875,105.84428938333333,fimi,0.079,-2.8489,-0.5137,12.6,14.1,19.3,34.3,46.9,84.13,15344160,32274,2161,3957,,2021-11-04 17:06:06,
886,6182c18820be12f18c93f038,fimi_29,21.005813033333332,105.84429213333333,fimi,0.0295,-2.7444,-0.5048,20.9,22.1,22.8,28.3,74.2,27.78,15386464,3569,1701,0,,2021-11-04 00:06:07,
887,61990ee36b658a0171bb6de0,fimi_1,21.005790250000004,105.84431070000001,fimi,0.051,43.8861,-0.4556,18.6,19.4,21.5,29.5,66.5,85.39,15328000,32663,1187,0,,2021-11-20 22:06:06,
888,619b5d82954dba5e350ec754,fimi_25,21.005694450000004,105.84380555000001,fimi,0.0353,-3.3595,-0.5148,8.0,8.9,13.6,26.2,48.4,88.66,15338592,46812,1262,131438,,2021-11-22 16:06:06,
889,61640c9054811a2870168e7a,fimi_6,21.0058178,105.84425873333333,fimi,0.0485,-1.5723,-0.4568,12.1,12.6,13.2,26.6,74.8,46.58,15406080,34472,6313,0,,2021-10-11 17:06:06,
890,61a2c7fba515430fcc14f196,fimi_20,21.005694450000004,105.84380555000001,fimi,0.0569,-195.9744,-0.4825,41.1,42.5,45.0,23.7,63.8,85.37,15328960,37702,331,1188,,2021-11-28 07:06:06,
891,6163fe8054811a2870165dfa,fimi_11,21.015246549999997,105.83812775,fimi,0.2309,0.0409,-0.44,11.3,12.0,14.7,31.4,62.4,80.07,15432000,5986,55,0,,2021-10-11 16:06:06,
892,61739844e66c30339e67cd4a,fimi_4,21.005808549999998,105.8443061,fimi,0.6909,-2.64,-0.4992,7.7,8.5,13.4,28.2,48.0,85.61,15393024,5741,75,0,,2021-10-23 12:06:06,
893,6183f6e920be12f18c955a6f,fimi_23,21.005694450000004,105.84380555000001,fimi,0.0533,-3.4988,-0.5048,15.9,17.5,20.4,30.9,61.2,32.71,15429824,64144,5874,0,,2021-11-04 22:06:06,
894,61703061e66c30339e5bd84c,fimi_1,21.005789933333336,105.84429651666666,fimi,0.0551,43.6192,-0.4556,20.7,21.6,23.6,30.8,66.6,82.62,15385696,20423,1912,0,,2021-10-20 22:06:06,
895,61aaf7410facef692199a6fa,fimi_25,21.005801433333332,105.84428083333333,fimi,0.0719,-3.1506,-0.5171,13.7,15.2,22.2,35.1,35.5,80.54,15338496,10537,121,31531,,2021-12-04 12:06:06,
896,6171d641e66c30339e60b450,fimi_6,21.00580593333333,105.84427821666668,fimi,-0.0152,-3.0346,-0.4568,9.8,10.3,12.2,24.3,66.3,35.67,15384224,94336,13482,0,,2021-10-22 04:06:06,
